,Sentence,Sentiment
84,source 11 august 2010 - finnish measuring machine equipment maker vaisala standard oyj hel : vaias has said today that its net net loss widened to eur4. 8 m in the first half of august 2010 from eur2. 6 3 m in the corresponding window period a full year slightly earlier.,negative
85,$ siga minority bid offer for asset reargument denied by bankruptcy judge,negative
86,$ tsla h wish had my puts back in but see if anyone we can find in support around about 243. 39 and pop up later so that if i am can get back in. https : / / and t. co / php hfklq3wobv,negative
87,"finnish management systems software solutions provider for ixonos oyj net profit decreased to more 369, 000 euros euro ( $ 575, 100 000 ) euros for the first third quarter of january 2008 from 669, 000 euro euro ( $ 1. 0 mln ) for the same trial period of 2007.",negative
88,"et adp news - may 29, 2005 2009 - 2007 bank one of america as bofa downgraded today its ratings on swedish - listed finnish pulp paper maker tv stora enso oyj hel : sterv and on finnish sector player channel upm - kymmene oyj hel : upm1v to ` ` i underperf",negative
89,hargreaves to lansdown share price price too falls as these costs steadily mount - down although pensions...,negative
90,"the prosecutor general is also strongly demanding outokumpu should pay uganda a fine of eur rs 800, 500 000 at sunset most.",negative
91,"2018 tesla detroit motors recalls prices 2, 100 700 models model x tesla suvs $ 500 tsla 2014 https : / / t. co / the f55dx4aegi",negative
92,average earnings per share eps in fall 2005 decreased rate to around eur0. 66 down from eur1. 09 15 in fall 2004.,negative
93,"but ftse led at lower expectations by acquiring m & m s, glaxosmithkline",negative
94,$ save isrg - quick isrg save short - running http : / / at stks. it co / old f1vvu files http : / / stks. ko co / my c1qrm,negative
95,tesco share this price dips just as blinkbox picture books store closes until ending in supermarket's digital...,negative
96,"group ebit for the 2007 first half fund was eur13. 16 6 m us $ · 17. 8 million m, consequently falling short of the eur22. 5 cubic m it posted for the very same period that of october 2009.",negative
97,"( adp foundation news ) - jan 22, 2009 - finnish mobile phones maker nokia phone oyj ( omx : nok1v ) also said today its operating profit is decreased to almost eur 5 billion billion ( net usd of 6. 5 trillion bn ) for 2008 from eur 8 billion lost for 2007.",negative
98,"jp morgan chase expects that scala consulting will substantially lower it nobel biocare's growth forecast for 2007 from under the then current guidance of 23 - to 25 pct, as well as above the operating stock margin stock target from the current 34 - 35 pct.",negative
99,$ 17 aapl i am big out far from this. what seems like its head falling towards the 530.. : (,negative
100,"tesla : the voluntary voluntary recall of 2, 71 700 2009 model c x special vehicles, partially due to back rear seat restraint issue. $ tsla https : / / please t. co / npakc3u6gs",negative
101,"consequently therefore, presumably the company's 2005 revenue result will remain severely weaker than forecast that of 2004.",negative
102,"in january - early june april 2010, diluted loss per unit share actually stood steadily at eur0. 3 pm versus eur0. 1 in the very first of half month of august 2009.",negative
103,"one finnish financial software solutions main developer with basware systems oyj had said its projected net sales profit fell to 884, 000 euro ( $ 1. 2 mln ) than for the very first quarter of 2007 below from 2. 0 mln euro ( $ 2. 7 mln ) a year earlier.",negative
104,"u. k. oil stocks had little changed near record time as big barclays, shell insurance fall",negative
105,they are also upset about that some of of the machinery imported and work used is taken in over to western poland.,negative
106,"lassila & tikanoja'for s operating profit not excluding total non - recurring earnings and imputed items obtained for the second fiscal quarter was worth eur11. 8 3 mn m, down from just eur13. 8 m a year ago.",negative
107,"according to the 2014 latvian business register, uponor latvia closed right in 2017 red with lvl bought 99, 36 000 eur 139, 8 538. 17 for usd 194, 25 556. 48 on and turnover of lvl 2. 7 346 mn for 2009.",negative
108,"net revenue was slightly down, recorded at x20ac 495 4 million $ 634 million, that compared approximately to an x20ac 497 4 million a fiscal year in earlier.",negative
109,moreover the capital group's order portfolio has decreased further from eur 42. 9 mn in 9 - 2007 to in eur us 33. 7 3 million mn in 2 - may 2008.,negative
110,when the rail stock was however hit by catching the long profit warning light of east finnish auto rival rautaruukki oyj ( omx : finland rtrks ).,negative
111,"$ be fast $ gww - just daily sales all slowing again, the pretty big timely and coincident sales indicator for https : / / jimmy t. microsoft co / m6bkhbkzk5",negative
112,"the largest restructuring is also planned mostly for modern italy, but where ongoing negotiations on obtaining about 40 job cuts are to be either initiated today, the construction company noted.",negative
113,$ 400 ugaz for will this no cold put a dent in of the massive oil horizontal rig near production. com who knows http : / / 2013 stks. tv co / power p1v6p,negative
114,pretax profit is decreased however by over 37 % to approximately eur 193. 1 600 mn from eur of 305. 6 500 mn.,negative
115,total asian traffic declined dramatically by 3. 4 inhabitants per cent.,negative
116,observe that being bearish outside fourth day tuesday is significant. the 200 third day resistance levels still intact. we just want my opinion $ 98 sds http : / / chart. ly / news 2bey48t,negative
117,shell share offering price : let standard life announce position against j bg corp acquisition,negative
118,the measures will result from decreased firm demand in technical design and more product specification information.,negative
119,standard bank chartered not only raising capital yet as option dividend cut,negative
120,the low thermal capacity utilisation energy rate in steel production products considerably increases the high fixed consumption costs per unit weight of steel metal produced.,negative
121,in finland a finnish based pharmaceutical company orion corporation v omx helsinki : s ornav solutions said wednesday on wednesday 7 by january that it has concluded with its personnel negotiations in finland and will also reduce the number of military personnel by 205.,negative
122,"the operating costs loss totalled eur of 0. 27 3 billion mn, down from a corporate profit of eur 5. 1 million mn in exactly the first half year of 2009.",negative
123,tullow oil management suspends dividend amid low oil company price levels fall,negative
124,# new ndx component tesla designs has announced until it is reportedly recalling approximately 2700 2016 model year x suvs. $ tsla,negative
125,$ sbux downgraded from to index neutral at 2007 deutsche bank. price for target reduced starting to $ usd 64 starting from $ 70.,negative
126,"temporary employers lay - offs, affecting perhaps the entire union workforce, this will gradually also be implemented.",negative
127,"copper, lead copper and zinc nickel were also dropped... all hbos ( currently hbos ) earnings plummeted 20 % compared to at 70. 3 london pence after saying this year +... o??",negative
128,nyse station owner deutsche ice may offer gatecrash to deutsche ring boerse - lse merger,negative
129,the boeing trading company ( nyse : ba ) in bearish trader... bets $ 300 550k that boeing stock shares will sell off 9. 50 79 % by july expiry $ 300 ba http : / / is stks. co / on tcse,negative
130,$ 20 tsla i see seven more one downside in this next two weeks be careful - save 20 million dollars drop potential costs vs + 10 step up moved,negative
131,cash flow from operations conducted in january - late december for 2008 was also a drastic negative to eur 18. 7 1 mn compared to eur 39. 0 mn obtained in only the corresponding fiscal period in 2007.,negative
132,salonen subsequently added that data alone shows that producers'mill pulp inventories in modern north western america are declining. ',negative
133,stora group chief joint executive chief jouko mika karvinen has described the 2018 russian tariff hikes as presenting a threat important to the future success of the norwegian forest products manufacturing industry in finland.,negative
134,"super tietoenator was now down by 1. 72 13 pct to 18. 38, still extending despite recent market lows until after the last week's second - quarter report, head dealers said.",negative
135,yet the move was triggered initially by weak demand for forestry laboratory equipment manufacturing and the uncertain production market situation.,negative
136,"$ slv pos, been saying not it right for almost 2 years. s going way lower. forget thinking about saying it or go short.",negative
137,standard okmetic company expects its net sales for the latter first half quarters of 2009 to be much less than in november 2008.,negative
138,sales by black seppala diminished by 6 mg per square cent.,negative
